report_id,report_year,place_id,standard_name,place_type,surface_form,start,end
b19883651,1890,P010,Leman Street,street,leman street,404,416
b19883651,1890,P012,Spitalfields,district/place,spitalfields,3173,3185
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,3186,3203
b19883651,1890,P011,Aldgate,district/place,aldgate,3240,3247
b19883651,1890,P012,Spitalfields,district/place,spitalfields,3559,3571
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,3598,3615
b19883651,1890,P011,Aldgate,district/place,aldgate,3815,3822
b19883651,1890,P016,London Hospital,institution,london hospital,5605,5620
b19883651,1890,P011,Aldgate,district/place,aldgate,5674,5681
b19883651,1890,P016,London Hospital,institution,london hospital,5969,5984
b19883651,1890,P012,Spitalfields,district/place,spitalfields,10112,10124
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,10125,10142
b19883651,1890,P011,Aldgate,district/place,aldgate,10179,10186
b19883651,1890,P019,George Yard,street/place,george yard,11397,11408
b19883651,1890,P019,George Yard,street/place,george yard,11482,11493
b19883651,1890,P019,George Yard,street/place,george yard,11739,11750
b19883651,1890,P019,George Yard,street/place,george yard,11799,11810
b19883651,1890,P019,George Yard,street/place,george yard,11870,11881
b19883651,1890,P012,Spitalfields,district/place,spitalfields,12625,12637
b19883651,1890,P003,Brick Lane,street,brick lane,13278,13288
b19883651,1890,P018,Commercial Street,street,commercial street,13354,13371
b19883651,1890,P008,Dorset Street,street,dorset street,13377,13390
b19883651,1890,P007,Flower and Dean Street,street,flower and dean street,13397,13419
b19883651,1890,P019,George Yard,street/place,george yard,13460,13471
b19883651,1890,P009,Hanbury Street,street,hanbury street,13554,13568
b19883651,1890,P010,Leman Street,street,leman street,13610,13622
b19883651,1890,P020,Thrawl Street,street,thrawl street,13777,13790
b19883651,1890,P006,Wentworth Street,street,wentworth street,13858,13874
b19883651,1890,P001,Whitechapel Road,street,whitechapel road,13896,13912
b19883651,1890,P016,London Hospital,institution,london hospital,14336,14351
b19883651,1890,P018,Commercial Street,street,commercial street,35506,35523
b19883651,1890,P001,Whitechapel Road,street,whitechapel road,36668,36684
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,36876,36893
b19883651,1890,P009,Hanbury Street,street,hanbury street,36898,36912
b19883651,1890,P009,Hanbury Street,street,hanbury street,37251,37265
b19883651,1890,P018,Commercial Street,street,commercial street,37282,37299
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,37380,37397
b19883651,1890,P012,Spitalfields,district/place,spitalfields,37685,37697
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,37698,37715
b19883651,1890,P011,Aldgate,district/place,aldgate,37751,37758
b19883651,1890,P012,Spitalfields,district/place,spitalfields,38094,38106
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,38107,38124
b19883651,1890,P011,Aldgate,district/place,aldgate,38161,38168
b19883651,1890,P012,Spitalfields,district/place,spitalfields,38282,38294
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,38295,38312
b19883651,1890,P011,Aldgate,district/place,aldgate,38348,38355
b19883651,1890,P012,Spitalfields,district/place,spitalfields,38640,38652
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,38653,38670
b19883651,1890,P016,London Hospital,institution,london hospital,38712,38727
b19883651,1890,P011,Aldgate,district/place,aldgate,38745,38752
b19883651,1890,P022,Mile End Old Town,district/place,mile end old town,39230,39247
b19883651,1890,P012,Spitalfields,district/place,spitalfields,39823,39835
b19883651,1890,P014,Mile End New Town,district/place,mile end new town,39836,39853
b19883651,1890,P011,Aldgate,district/place,aldgate,39889,39896
b19883651,1890,P019,George Yard,street/place,george yard,50482,50493
b19883651,1890,P011,Aldgate,district/place,aldgate,50966,50973
b19883651,1890,P003,Brick Lane,street,brick lane,51098,51108
b19883651,1890,P009,Hanbury Street,street,hanbury street,51226,51240
b19883651,1890,P010,Leman Street,street,leman street,52118,52130
b19883651,1890,P018,Commercial Street,street,commercial street,52669,52686
b19883651,1890,P020,Thrawl Street,street,thrawl street,52708,52721
b19883651,1890,P016,London Hospital,institution,london hospital,52744,52759
b19883651,1890,P008,Dorset Street,street,dorset street,52941,52954
b19883651,1890,P006,Wentworth Street,street,wentworth street,53349,53365
b19883651,1890,P001,Whitechapel Road,street,whitechapel road,53464,53480
b19883651,1890,P021,Fashion Street,street,fashion street,53487,53501
b19883663,1891,P010,Leman Street,street,leman street,491,503
b19883663,1891,P012,Spitalfields,district/place,spitalfields,800,812
b19883663,1891,P013,Mile End,district/place,mile end,813,821
b19883663,1891,P011,Aldgate,district/place,aldgate,1013,1020
b19883663,1891,P012,Spitalfields,district/place,spitalfields,2169,2181
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,2242,2259
b19883663,1891,P011,Aldgate,district/place,aldgate,2455,2462
b19883663,1891,P012,Spitalfields,district/place,spitalfields,2937,2949
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,2977,2994
b19883663,1891,P011,Aldgate,district/place,aldgate,3046,3053
b19883663,1891,P012,Spitalfields,district/place,spitalfields,3989,4001
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,4002,4019
b19883663,1891,P011,Aldgate,district/place,aldgate,4056,4063
b19883663,1891,P012,Spitalfields,district/place,spitalfields,4749,4761
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,4762,4779
b19883663,1891,P011,Aldgate,district/place,aldgate,4816,4823
b19883663,1891,P012,Spitalfields,district/place,spitalfields,9166,9178
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,9195,9212
b19883663,1891,P011,Aldgate,district/place,aldgate,9268,9275
b19883663,1891,P012,Spitalfields,district/place,spitalfields,9331,9343
b19883663,1891,P012,Spitalfields,district/place,spitalfields,12672,12684
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,12708,12725
b19883663,1891,P011,Aldgate,district/place,aldgate,12798,12805
b19883663,1891,P012,Spitalfields,district/place,spitalfields,13234,13246
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,13271,13288
b19883663,1891,P012,Spitalfields,district/place,spitalfields,13856,13868
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,13894,13911
b19883663,1891,P011,Aldgate,district/place,aldgate,13996,14003
b19883663,1891,P012,Spitalfields,district/place,spitalfields,14200,14212
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,14268,14285
b19883663,1891,P003,Brick Lane,street,brick lane,15602,15612
b19883663,1891,P018,Commercial Street,street,commercial street,15681,15698
b19883663,1891,P008,Dorset Street,street,dorset street,15704,15717
b19883663,1891,P007,Flower and Dean Street,street,flower and dean street,15724,15746
b19883663,1891,P019,George Yard,street/place,george yard,15788,15799
b19883663,1891,P009,Hanbury Street,street,hanbury street,15880,15894
b19883663,1891,P010,Leman Street,street,leman street,15936,15948
b19883663,1891,P020,Thrawl Street,street,thrawl street,16103,16116
b19883663,1891,P006,Wentworth Street,street,wentworth street,16182,16198
b19883663,1891,P001,Whitechapel Road,street,whitechapel road,16222,16238
b19883663,1891,P016,London Hospital,institution,london hospital,16343,16358
b19883663,1891,P002,Whitechapel High Street,street,whitechapel high street,28353,28376
b19883663,1891,P001,Whitechapel Road,street,whitechapel road,52168,52184
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,52376,52393
b19883663,1891,P009,Hanbury Street,street,hanbury street,52398,52412
b19883663,1891,P009,Hanbury Street,street,hanbury street,52750,52764
b19883663,1891,P018,Commercial Street,street,commercial street,52781,52798
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,52879,52896
b19883663,1891,P012,Spitalfields,district/place,spitalfields,53206,53218
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,53219,53236
b19883663,1891,P011,Aldgate,district/place,aldgate,53272,53279
b19883663,1891,P012,Spitalfields,district/place,spitalfields,53561,53573
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,53574,53591
b19883663,1891,P011,Aldgate,district/place,aldgate,53627,53634
b19883663,1891,P012,Spitalfields,district/place,spitalfields,53919,53931
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,53932,53949
b19883663,1891,P016,London Hospital,institution,london hospital,53991,54006
b19883663,1891,P011,Aldgate,district/place,aldgate,54024,54031
b19883663,1891,P022,Mile End Old Town,district/place,mile end old town,54456,54473
b19883663,1891,P012,Spitalfields,district/place,spitalfields,55319,55331
b19883663,1891,P014,Mile End New Town,district/place,mile end new town,55332,55349
b19883663,1891,P011,Aldgate,district/place,aldgate,55385,55392
b19883663,1891,P009,Hanbury Street,street,hanbury street,65766,65780
b19883663,1891,P003,Brick Lane,street,brick lane,65933,65943
b19883663,1891,P006,Wentworth Street,street,wentworth street,66467,66483
b19883663,1891,P010,Leman Street,street,leman street,66565,66577
b19883663,1891,P020,Thrawl Street,street,thrawl street,66765,66778
b19883663,1891,P004,Commercial Road,street,commercial road,66832,66847
b19883663,1891,P008,Dorset Street,street,dorset street,67496,67509
b19883663,1891,P006,Wentworth Street,street,wentworth street,67639,67655
b19883663,1891,P021,Fashion Street,street,fashion street,67702,67716
b19883663,1891,P001,Whitechapel Road,street,whitechapel road,67800,67816
b19883663,1891,P019,George Yard,street/place,george yard,68145,68156
b19883663,1891,P022,Mile End Old Town,district/place,mile end old town,71779,71796
b19883663,1891,P022,Mile End Old Town,district/place,mile end old town,72311,72328
b19883675,1892,P010,Leman Street,street,leman street,554,566
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,2908,2925
b19883675,1892,P012,Spitalfields,district/place,spitalfields,3176,3188
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,3203,3220
b19883675,1892,P012,Spitalfields,district/place,spitalfields,3403,3415
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,3416,3433
b19883675,1892,P011,Aldgate,district/place,aldgate,4038,4045
b19883675,1892,P016,London Hospital,institution,london hospital,4347,4362
b19883675,1892,P016,London Hospital,institution,london hospital,7359,7374
b19883675,1892,P012,Spitalfields,district/place,spitalfields,13373,13385
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,13415,13432
b19883675,1892,P012,Spitalfields,district/place,spitalfields,24022,24034
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,24088,24105
b19883675,1892,P012,Spitalfields,district/place,spitalfields,24482,24494
b19883675,1892,P014,Mile End New Town,district/place,mile end new town,24520,24537
b19883675,1892,P003,Brick Lane,street,brick lane,26250,26260
b19883675,1892,P018,Commercial Street,street,commercial street,26327,26344
b19883675,1892,P008,Dorset Street,street,dorset street,26350,26363
b19883675,1892,P007,Flower and Dean Street,street,flower and dean street,26370,26392
b19883675,1892,P019,George Yard,street/place,george yard,26431,26442
b19883675,1892,P009,Hanbury Street,street,hanbury street,26525,26539
b19883675,1892,P010,Leman Street,street,leman street,26582,26594
b19883675,1892,P020,Thrawl Street,street,thrawl street,26751,26764
b19883675,1892,P006,Wentworth Street,street,wentworth street,26828,26844
